Row ID,Order ID,Order Date,Ship Date,Ship Type,Segment,Customer,Product ID,Sales,Quantity,Discount,Profit
1002,CA-2015-124891,31/07/2015,31/07/2015,2,1,RH-19495,TEC-AC-10003033,2309.65,7,0,762.18
1003,CA-2015-124891,31/07/2015,31/07/2015,2,1,RH-19495,FUR-TA-10002903,1090.78,7,0.4,-290.87
1004,CA-2015-124891,31/07/2015,31/07/2015,2,1,RH-19495,OFF-PA-10004621,19.44,3,0,9.33
1005,CA-2015-126445,27/08/2015,31/08/2015,4,1,RA-19945,OFF-ST-10000046,484.65,3,0,92.08
1006,CA-2015-111199,13/11/2015,17/11/2015,4,1,JK-15730,OFF-PA-10001790,115.29,3,0.2,40.35
1007,CA-2015-105312,06/11/2015,09/11/2015,1,1,MT-17815,OFF-EN-10002600,7.08,3,0.2,2.47
1008,CA-2015-105312,06/11/2015,09/11/2015,1,1,MT-17815,OFF-BI-10002049,4.4,3,0.7,-3.52
1009,US-2017-106705,26/12/2017,01/01/2018,4,1,PO-18850,OFF-PA-10001509,44.75,5,0,20.58
1010,CA-2017-135034,01/08/2017,03/08/2017,1,1,AT-10735,TEC-PH-10003931,95.98,2,0.2,5.99
1011,CA-2014-158540,24/11/2014,26/11/2014,1,1,VG-21790,FUR-FU-10001602,151.72,4,0,27.3
1012,CA-2017-118437,17/06/2017,21/06/2017,3,1,PF-19165,FUR-FU-10004848,155.25,3,0,46.57
1013,CA-2017-118437,17/06/2017,21/06/2017,3,1,PF-19165,OFF-ST-10003722,14.03,1,0,4.06
1014,US-2015-126214,21/12/2015,24/12/2015,3,1,JS-15880,FUR-TA-10003748,1618.37,13,0,356.04
1015,US-2015-126214,21/12/2015,24/12/2015,3,1,JS-15880,TEC-AC-10003198,99.6,1,0,36.85
1016,CA-2015-133025,17/09/2015,19/09/2015,3,3,MO-17800,OFF-PA-10004100,32.4,5,0,15.55
1017,CA-2015-108665,06/07/2015,10/07/2015,4,2,KM-16225,FUR-FU-10002191,13.96,2,0,6.7
1018,CA-2015-108665,06/07/2015,10/07/2015,4,2,KM-16225,FUR-FU-10000965,155.82,3,0,63.88
1019,CA-2015-108665,06/07/2015,10/07/2015,4,2,KM-16225,TEC-PH-10004188,124.95,5,0,2.49
1020,CA-2015-108665,06/07/2015,10/07/2015,4,2,KM-16225,OFF-ST-10001526,601.65,5,0,156.42
1021,CA-2015-124450,27/04/2015,03/05/2015,4,1,GT-14710,OFF-AR-10001166,22.74,3,0,8.86
1022,CA-2015-124450,27/04/2015,03/05/2015,4,1,GT-14710,FUR-CH-10000309,1267.53,3,0,316.88
1023,CA-2015-124450,27/04/2015,03/05/2015,4,1,GT-14710,TEC-MA-10004212,1379.92,8,0,648.56
1024,CA-2015-167269,16/06/2015,20/06/2015,4,1,PB-19150,OFF-EN-10003072,6.2,2,0.2,2.17
1025,CA-2017-106964,17/12/2017,20/12/2017,1,3,HR-14770,OFF-BI-10000320,11.8,2,0.2,4.28
1026,CA-2016-126529,11/01/2016,13/01/2016,3,3,DE-13255,OFF-PA-10001166,15.55,3,0.2,5.44
1027,CA-2016-126529,11/01/2016,13/01/2016,3,3,DE-13255,OFF-PA-10003656,63.31,3,0.2,20.57
1028,CA-2016-126529,11/01/2016,13/01/2016,3,3,DE-13255,TEC-PH-10000148,15.58,2,0.4,-9.87
1029,CA-2014-163552,11/07/2014,15/07/2014,4,2,LA-16780,OFF-PA-10000474,177.2,5,0,83.28
1030,CA-2014-163552,11/07/2014,15/07/2014,4,2,LA-16780,TEC-PH-10003885,197.97,3,0,57.41
1031,CA-2014-163552,11/07/2014,15/07/2014,4,2,LA-16780,FUR-CH-10003379,854.94,3,0,213.73
1032,CA-2014-163552,11/07/2014,15/07/2014,4,2,LA-16780,FUR-FU-10000629,124.11,9,0,52.12
1033,CA-2014-163552,11/07/2014,15/07/2014,4,2,LA-16780,OFF-LA-10001175,14.4,5,0,7.05
1034,CA-2016-109820,20/11/2016,22/11/2016,1,1,AG-10390,OFF-PA-10000955,15.69,3,0.2,5.1
1035,CA-2016-109820,20/11/2016,22/11/2016,1,1,AG-10390,OFF-BI-10003460,2.62,2,0.7,-1.92
1036,CA-2016-109820,20/11/2016,22/11/2016,1,1,AG-10390,OFF-BI-10000474,14.42,3,0.7,-10.57
1037,CA-2016-113061,22/04/2016,26/04/2016,4,3,EL-13735,FUR-FU-10003975,86.62,2,0,8.66
1038,CA-2015-127418,13/06/2015,14/06/2015,1,1,JJ-15445,OFF-BI-10003707,36.62,3,0.2,13.73
1039,CA-2017-121818,20/11/2017,21/11/2017,1,1,JH-15430,OFF-AR-10000203,23.96,7,0.2,2.69
1040,CA-2017-121818,20/11/2017,21/11/2017,1,1,JH-15430,OFF-AR-10004790,28.72,3,0.2,1.79
1041,CA-2016-127670,20/03/2016,24/03/2016,4,3,RD-19660,FUR-TA-10001095,697.16,4,0,146.4
1042,CA-2016-102981,06/09/2016,09/09/2016,3,1,MO-17500,TEC-AC-10004761,31.86,2,0,11.15
1043,CA-2016-102981,06/09/2016,09/09/2016,3,1,MO-17500,FUR-BO-10001811,722.35,3,0.2,90.29
1044,CA-2017-115651,09/07/2017,12/07/2017,1,2,NS-18640,OFF-AR-10001130,8.84,5,0.2,2.98
1045,CA-2017-115651,09/07/2017,12/07/2017,1,2,NS-18640,OFF-AP-10000055,58.46,9,0.8,-146.16
1046,CA-2017-152702,12/10/2017,16/10/2017,4,3,SN-20710,FUR-CH-10002304,254.6,14,0.3,-18.18
1047,CA-2016-169103,08/03/2016,13/03/2016,4,1,ZC-21910,TEC-PH-10001530,1363.96,5,0.2,85.24
1048,CA-2016-169103,08/03/2016,13/03/2016,4,1,ZC-21910,FUR-FU-10004006,102.36,3,0.2,-3.83
1049,CA-2014-139192,27/05/2014,01/06/2014,3,1,LC-16885,TEC-PH-10000486,1113.5,12,0.2,125.26
1050,CA-2014-139192,27/05/2014,01/06/2014,3,1,LC-16885,TEC-AC-10001606,99.99,1,0,37.99
1051,US-2015-153500,03/07/2015,05/07/2015,1,2,DG-13300,FUR-FU-10000293,168.46,2,0.2,-29.48
1052,US-2015-153500,03/07/2015,05/07/2015,1,2,DG-13300,OFF-PA-10001307,6.72,2,0.2,2.43
1053,US-2015-153500,03/07/2015,05/07/2015,1,2,DG-13300,FUR-FU-10004460,282.88,9,0.2,56.57
1054,CA-2015-110667,04/04/2015,08/04/2015,4,3,NF-18595,OFF-AR-10000716,11.16,2,0,4.35
1055,CA-2015-110667,04/04/2015,08/04/2015,4,3,NF-18595,FUR-FU-10004622,108.4,2,0,22.76
1056,CA-2015-110667,04/04/2015,08/04/2015,4,3,NF-18595,OFF-BI-10002735,82.34,3,0.2,27.79
1057,CA-2015-110667,04/04/2015,08/04/2015,4,3,NF-18595,OFF-BI-10003529,9.08,4,0.2,3.29
1058,CA-2017-167150,10/12/2017,17/12/2017,4,2,BP-11185,OFF-BI-10001097,19.93,4,0.2,7.22
1059,CA-2017-167150,10/12/2017,17/12/2017,4,2,BP-11185,OFF-BI-10001597,65.56,2,0.2,22.94
1060,CA-2016-105284,24/11/2016,01/12/2016,4,3,MG-17650,OFF-FA-10001754,4.41,3,0.2,1.6
1061,US-2015-125374,23/03/2015,29/03/2015,4,1,JD-16060,FUR-CH-10003396,107.77,2,0.3,-29.25
1062,CA-2015-161263,16/04/2015,21/04/2015,4,2,TS-21160,OFF-AP-10002350,45.21,3,0.2,4.52
1063,CA-2015-161263,16/04/2015,21/04/2015,4,2,TS-21160,OFF-FA-10004838,10.41,7,0.2,-2.21
1064,CA-2015-161263,16/04/2015,21/04/2015,4,2,TS-21160,OFF-AR-10004757,7.87,3,0.2,1.27
1065,CA-2015-161263,16/04/2015,21/04/2015,4,2,TS-21160,TEC-PH-10002115,118.78,3,0.4,-27.71
1066,CA-2015-161263,16/04/2015,21/04/2015,4,2,TS-21160,OFF-FA-10003059,1.44,1,0.2,0.23
1067,CA-2015-161263,16/04/2015,21/04/2015,4,2,TS-21160,OFF-BI-10004330,55.47,5,0.7,-46.22
1068,CA-2016-157686,01/10/2016,02/10/2016,1,1,BD-11620,FUR-CH-10001146,194.84,4,0.2,12.17
1069,US-2017-139955,28/09/2017,30/09/2017,3,1,CM-12160,OFF-SU-10001935,1.74,1,0.2,-0.34
1070,US-2015-150161,25/07/2015,29/07/2015,4,3,RB-19795,OFF-BI-10001524,25.17,4,0.7,-18.46
1071,CA-2015-144652,20/11/2015,26/11/2015,4,3,SN-20560,OFF-AR-10003732,19.46,7,0,5.05
1072,CA-2016-152814,28/04/2016,02/05/2016,4,3,EH-14005,OFF-PA-10001970,29.47,3,0.2,9.94
1073,CA-2017-106943,14/11/2017,19/11/2017,4,1,FO-14305,OFF-BI-10003669,8.64,2,0.2,3.02
1074,CA-2016-134348,12/11/2016,19/11/2016,4,1,MS-17710,OFF-BI-10003727,6.27,5,0.7,-4.59
1075,CA-2016-134348,12/11/2016,19/11/2016,4,1,MS-17710,OFF-BI-10004967,4.36,7,0.7,-3.34
1076,CA-2016-134348,12/11/2016,19/11/2016,4,1,MS-17710,TEC-AC-10003447,31.98,2,0.2,1.99
1077,CA-2016-161781,29/09/2016,30/09/2016,1,3,CC-12100,OFF-AR-10000255,40.88,7,0,10.62
1078,CA-2017-132521,23/09/2017,25/09/2017,3,1,DW-13540,OFF-AP-10002191,119.96,2,0,33.58
1079,CA-2017-132521,23/09/2017,25/09/2017,3,1,DW-13540,OFF-ST-10001325,31.44,3,0,8.48
1080,CA-2017-132521,23/09/2017,25/09/2017,3,1,DW-13540,OFF-BI-10000404,6.88,1,0.2,2.32
1081,CA-2015-110016,29/11/2015,04/12/2015,4,2,BT-11395,OFF-PA-10000349,19.92,4,0,9.36
1082,CA-2015-110016,29/11/2015,04/12/2015,4,2,BT-11395,FUR-CH-10002880,1106.91,9,0,121.76
1083,US-2016-143819,01/03/2016,05/03/2016,4,1,KD-16270,FUR-TA-10001095,836.59,8,0.4,-264.92
1084,US-2016-143819,01/03/2016,05/03/2016,4,1,KD-16270,OFF-PA-10003127,26.38,1,0,12.13
1085,US-2016-143819,01/03/2016,05/03/2016,4,1,KD-16270,OFF-ST-10003208,362.92,2,0,105.24
1086,US-2016-143819,01/03/2016,05/03/2016,4,1,KD-16270,TEC-MA-10003979,4899.93,7,0,2400.96
1087,CA-2016-167584,12/08/2016,12/08/2016,2,1,LC-16870,OFF-PA-10000029,6.48,1,0,3.11
1088,CA-2016-166163,15/08/2016,20/08/2016,3,2,CY-12745,TEC-PH-10004896,71.97,3,0.2,7.19
1089,CA-2016-166163,15/08/2016,20/08/2016,3,2,CY-12745,OFF-LA-10000452,3.15,1,0,1.51
1090,CA-2017-158407,04/06/2017,10/06/2017,4,2,LW-16990,FUR-FU-10001967,31.98,2,0.2,1.99
1091,CA-2017-158407,04/06/2017,10/06/2017,4,2,LW-16990,TEC-PH-10001819,71.98,2,0.2,25.19
1092,CA-2015-143490,06/12/2015,13/12/2015,4,1,NP-18325,OFF-AR-10002952,120.15,9,0,33.64
1093,CA-2015-143490,06/12/2015,13/12/2015,4,1,NP-18325,TEC-PH-10000576,219.18,2,0.2,19.17
1094,CA-2015-165085,27/12/2015,31/12/2015,4,3,BT-11485,OFF-PA-10000605,28.9,5,0,14.16
1095,CA-2015-165085,27/12/2015,31/12/2015,4,3,BT-11485,OFF-AP-10002518,355.96,2,0,103.22
1096,CA-2017-160423,21/01/2017,26/01/2017,4,3,PS-19045,OFF-ST-10004340,348.2,7,0.2,30.46
1097,CA-2017-160423,21/01/2017,26/01/2017,4,3,PS-19045,OFF-BI-10004001,35.78,7,0.7,-28.62
1098,CA-2014-159338,25/06/2014,28/06/2014,1,2,NS-18640,FUR-TA-10004147,447.84,5,0.2,11.19
1099,CA-2016-107216,14/06/2016,17/06/2016,1,3,PV-18985,OFF-AR-10001545,7.04,4,0,2.04
1100,CA-2016-107216,14/06/2016,17/06/2016,1,3,PV-18985,FUR-FU-10000206,8.73,3,0,4.1
1101,CA-2016-107216,14/06/2016,17/06/2016,1,3,PV-18985,TEC-AC-10001013,29.29,1,0,9.66
1102,CA-2016-107216,14/06/2016,17/06/2016,1,3,PV-18985,OFF-AR-10002255,8.64,3,0,2.5
1103,US-2017-145863,21/04/2017,27/04/2017,4,1,RP-19390,OFF-BI-10004140,2.69,3,0.8,-4.71
1104,US-2017-145863,21/04/2017,27/04/2017,4,1,RP-19390,OFF-BI-10002049,2.93,3,0.8,-4.98
1105,CA-2016-112340,21/10/2016,27/10/2016,4,1,NM-18520,OFF-PA-10001892,22.92,3,0,11.23
1106,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,OFF-ST-10000642,100.7,6,0.2,-16.36
1107,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,FUR-FU-10000206,2.32,2,0.6,-0.75
1108,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,OFF-BI-10003676,10.78,5,0.8,-17.24
1109,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,OFF-FA-10003495,58.36,12,0.2,21.88
1110,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,OFF-EN-10003798,40.96,3,0.2,13.82
1111,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,TEC-PH-10003589,71.96,5,0.2,25.18
1112,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,OFF-PA-10004735,10.36,2,0.2,3.62
1113,US-2016-110156,19/11/2016,24/11/2016,4,1,EH-13945,OFF-BI-10002609,1.19,2,0.8,-2.02
1114,CA-2017-140585,18/12/2017,23/12/2017,3,1,RA-19915,OFF-BI-10003364,46.67,2,0.2,16.33
1115,CA-2017-140585,18/12/2017,23/12/2017,3,1,RA-19915,FUR-BO-10002206,119.83,1,0.15,-12.68
1116,CA-2017-140585,18/12/2017,23/12/2017,3,1,RA-19915,TEC-AC-10003610,119.98,2,0,57.59
1117,CA-2016-144855,22/07/2016,24/07/2016,3,2,DL-13495,OFF-LA-10003766,6.3,2,0,3.02
1118,CA-2015-142755,04/09/2015,08/09/2015,4,1,CS-12355,OFF-PA-10001970,279.9,5,0,137.15
1119,CA-2015-142755,04/09/2015,08/09/2015,4,1,CS-12355,TEC-AC-10002049,619.95,5,0,111.59
1120,CA-2015-142755,04/09/2015,08/09/2015,4,1,CS-12355,OFF-PA-10000141,4.36,2,0,2.04
1121,CA-2015-142755,04/09/2015,08/09/2015,4,1,CS-12355,OFF-EN-10004459,15.28,2,0,7.48
1122,US-2014-147627,20/01/2014,26/01/2014,4,1,HL-15040,TEC-PH-10001061,699.93,7,0,181.98
1123,US-2014-147627,20/01/2014,26/01/2014,4,1,HL-15040,OFF-AR-10002375,22.96,7,0,6.65
1124,US-2014-147627,20/01/2014,26/01/2014,4,1,HL-15040,FUR-FU-10003194,38.6,4,0,11.58
1125,US-2014-147627,20/01/2014,26/01/2014,4,1,HL-15040,OFF-AR-10003811,6.63,3,0,1.79
1126,US-2014-147627,20/01/2014,26/01/2014,4,1,HL-15040,OFF-EN-10001539,23.34,3,0,10.96
1127,US-2014-147627,20/01/2014,26/01/2014,4,1,HL-15040,FUR-CH-10002331,1067.94,3,0,224.26
1128,CA-2015-105970,02/03/2015,07/03/2015,4,3,PA-19060,OFF-AR-10003156,10.16,1,0,2.64
1129,CA-2015-105970,02/03/2015,07/03/2015,4,3,PA-19060,OFF-EN-10001532,101.88,6,0,50.94
1130,CA-2016-112102,12/04/2016,16/04/2016,4,1,BD-11605,FUR-TA-10004086,343.92,4,0,75.66
1131,CA-2016-112102,12/04/2016,16/04/2016,4,1,BD-11605,OFF-PA-10000100,40.99,1,0,20.08
1132,CA-2016-112102,12/04/2016,16/04/2016,4,1,BD-11605,OFF-EN-10002500,63.9,5,0,28.75
1133,US-2016-114776,06/12/2016,07/12/2016,1,2,GG-14650,OFF-PA-10004100,19.44,3,0,9.33
1134,US-2016-134908,05/06/2016,09/06/2016,4,3,JS-15940,OFF-ST-10003479,124.6,4,0.2,-23.36
1135,US-2016-134908,05/06/2016,09/06/2016,4,3,JS-15940,OFF-LA-10000973,7.56,3,0.2,2.64
1136,US-2016-148803,11/12/2016,11/12/2016,2,1,LR-16915,OFF-ST-10001476,85.22,3,0.2,7.45
1137,CA-2016-152170,12/11/2016,15/11/2016,3,2,FH-14275,OFF-EN-10002831,287.52,8,0,129.38
1138,CA-2016-152170,12/11/2016,15/11/2016,3,2,FH-14275,OFF-AP-10002350,37.68,2,0,10.55
1139,CA-2016-152170,12/11/2016,15/11/2016,3,2,FH-14275,OFF-PA-10001763,19.98,2,0,8.99
1140,CA-2016-152170,12/11/2016,15/11/2016,3,2,FH-14275,OFF-AR-10003394,20.58,7,0,5.55
1141,CA-2016-152170,12/11/2016,15/11/2016,3,2,FH-14275,OFF-BI-10002072,17.38,2,0,8.69
1142,CA-2014-146969,29/09/2014,03/10/2014,4,1,AP-10915,FUR-FU-10004188,204.6,2,0,53.19
1143,CA-2014-146969,29/09/2014,03/10/2014,4,1,AP-10915,OFF-FA-10001561,8.72,4,0,2.87
1144,CA-2014-146969,29/09/2014,03/10/2014,4,1,AP-10915,OFF-PA-10002105,6.48,1,0,3.11
1145,CA-2014-146969,29/09/2014,03/10/2014,4,1,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.05
1146,CA-2014-146969,29/09/2014,03/10/2014,4,1,AP-10915,OFF-ST-10004340,62.18,1,0,16.78
1147,CA-2015-112452,04/04/2015,04/04/2015,2,1,NC-18340,OFF-AP-10003849,644.07,2,0.1,107.34
1148,CA-2015-112452,04/04/2015,04/04/2015,2,1,NC-18340,OFF-FA-10000735,5.84,2,0,2.62
1149,CA-2015-112452,04/04/2015,04/04/2015,2,1,NC-18340,OFF-BI-10003350,12.76,2,0,5.86
1150,CA-2015-112452,04/04/2015,04/04/2015,2,1,NC-18340,TEC-PH-10000307,10.95,1,0,0.43
1151,CA-2015-112452,04/04/2015,04/04/2015,2,1,NC-18340,TEC-CO-10004202,599.98,2,0,209.99
1152,CA-2015-113971,08/05/2015,14/05/2015,4,2,CB-12535,FUR-FU-10001852,8.35,6,0.2,1.25
1153,CA-2017-160395,31/12/2016,06/01/2017,4,2,KL-16555,OFF-AR-10003759,3.64,2,0,1.63
1154,CA-2017-160395,31/12/2016,06/01/2017,4,2,KL-16555,OFF-BI-10003984,159.76,7,0.2,53.92
1155,CA-2014-136567,20/12/2014,21/12/2014,1,3,PS-19045,OFF-ST-10004337,122.48,2,0,0
1156,CA-2014-136567,20/12/2014,21/12/2014,1,3,PS-19045,FUR-TA-10001932,2244.48,7,0,493.78
1157,CA-2014-136567,20/12/2014,21/12/2014,1,3,PS-19045,OFF-BI-10003982,62.31,3,0,29.28
1158,CA-2014-136567,20/12/2014,21/12/2014,1,3,PS-19045,FUR-TA-10000617,455.1,2,0,100.12
1159,CA-2016-149314,02/07/2016,07/07/2016,3,2,GB-14530,FUR-CH-10002126,195.18,1,0.2,19.51
1160,CA-2017-147039,29/06/2017,04/07/2017,4,1,AA-10315,OFF-AP-10000576,362.94,3,0,90.73
1161,CA-2017-147039,29/06/2017,04/07/2017,4,1,AA-10315,OFF-BI-10004654,11.54,2,0,5.77
1162,CA-2014-126522,01/09/2014,05/09/2014,3,1,LT-16765,OFF-AR-10004042,53.94,3,0,15.64
1163,CA-2014-127964,03/03/2014,08/03/2014,4,3,AP-10720,TEC-PH-10004700,9.99,1,0,4.59
1164,CA-2014-127964,03/03/2014,08/03/2014,4,3,AP-10720,OFF-BI-10004593,125.76,3,0.2,40.87
1165,CA-2014-127964,03/03/2014,08/03/2014,4,3,AP-10720,OFF-BI-10003429,25.32,5,0.2,9.17
1166,CA-2014-117709,04/05/2014,08/05/2014,4,1,PM-18940,OFF-BI-10001294,46.8,4,0,21.06
1167,CA-2015-125416,02/11/2015,02/11/2015,2,1,KC-16540,TEC-AC-10001552,447.93,9,0,49.27
1168,CA-2017-145226,08/12/2017,10/12/2017,3,1,DL-13315,FUR-FU-10004952,109.48,2,0,33.93
1169,CA-2017-145226,08/12/2017,10/12/2017,3,1,DL-13315,OFF-ST-10004123,272.94,3,0,0
1170,CA-2017-145226,08/12/2017,10/12/2017,3,1,DL-13315,OFF-PA-10003172,19.44,3,0,9.33
1171,CA-2017-145226,08/12/2017,10/12/2017,3,1,DL-13315,OFF-ST-10002352,31.92,4,0,8.29
1172,US-2014-100279,10/03/2014,14/03/2014,4,1,SW-20275,OFF-PA-10002259,22.38,2,0,10.74
1173,CA-2014-158064,21/04/2014,25/04/2014,4,1,AA-10375,OFF-BI-10002976,16.52,5,0.2,5.57
1174,US-2015-104430,22/10/2015,26/10/2015,4,1,LT-17110,OFF-BI-10000301,5.17,4,0.8,-7.76
1175,CA-2015-132080,22/08/2015,25/08/2015,1,2,DP-13105,OFF-BI-10003694,50.11,6,0.2,16.28
1176,CA-2016-161207,29/08/2016,03/09/2016,4,3,AB-10060,OFF-SU-10000381,27.93,3,0,8.09
1177,CA-2014-120243,27/12/2014,30/12/2014,3,3,AT-10435,OFF-LA-10004425,11.56,4,0,5.43
1178,CA-2016-113621,01/12/2016,05/12/2016,4,1,JE-15745,FUR-CH-10001270,172.5,2,0,51.75
1179,CA-2016-113621,01/12/2016,05/12/2016,4,1,JE-15745,TEC-PH-10003931,179.97,3,0,44.99
1180,CA-2016-168081,24/04/2016,27/04/2016,3,3,CA-12055,TEC-AC-10003174,258.69,3,0.2,64.67
1181,CA-2014-128146,21/06/2014,25/06/2014,4,1,DB-13060,TEC-PH-10004539,1322.93,7,0,357.19
1182,CA-2014-128146,21/06/2014,25/06/2014,4,1,DB-13060,OFF-AR-10001919,3.76,2,0,1.09
1183,CA-2017-138779,14/01/2017,15/01/2017,1,1,RB-19570,OFF-EN-10002504,21.74,1,0.2,7.33
1184,CA-2017-138779,14/01/2017,15/01/2017,1,1,RB-19570,TEC-PH-10003655,7.92,5,0.2,0.69
1185,CA-2014-127131,24/11/2014,30/11/2014,4,2,HR-14830,OFF-BI-10004656,12.09,7,0.2,4.23
1186,CA-2014-127131,24/11/2014,30/11/2014,4,2,HR-14830,OFF-ST-10002344,485.88,6,0,9.71
1187,CA-2014-127131,24/11/2014,30/11/2014,4,2,HR-14830,OFF-PA-10001800,25.92,4,0,12.44
1188,CA-2014-127131,24/11/2014,30/11/2014,4,2,HR-14830,OFF-ST-10000036,197.58,2,0,53.34
1189,CA-2017-117212,26/02/2017,28/02/2017,3,3,BT-11530,OFF-AP-10004532,81.92,4,0,22.11
1190,CA-2017-117212,26/02/2017,28/02/2017,3,3,BT-11530,TEC-PH-10004447,889.53,8,0.2,66.71
1191,CA-2017-117212,26/02/2017,28/02/2017,3,3,BT-11530,FUR-CH-10003973,892.22,3,0.2,89.22
1192,CA-2017-117212,26/02/2017,28/02/2017,3,3,BT-11530,OFF-PA-10001970,223.92,4,0,109.72
1193,CA-2017-117212,26/02/2017,28/02/2017,3,3,BT-11530,OFF-PA-10000682,23.12,4,0,11.32
1194,US-2015-130519,15/09/2015,15/09/2015,2,2,NG-18355,OFF-PA-10001937,15.55,3,0.2,5.44
1195,US-2015-130519,15/09/2015,15/09/2015,2,2,NG-18355,FUR-FU-10002268,15.71,4,0.2,2.55
1196,US-2015-130519,15/09/2015,15/09/2015,2,2,NG-18355,OFF-ST-10001321,24.67,2,0.2,2.15
1197,US-2015-130519,15/09/2015,15/09/2015,2,2,NG-18355,FUR-FU-10003394,55.96,1,0.2,-2.09
1198,CA-2016-130946,08/04/2016,12/04/2016,4,1,ZC-21910,TEC-AC-10001990,431.92,9,0.2,64.78
1199,CA-2016-130946,08/04/2016,12/04/2016,4,1,ZC-21910,FUR-CH-10004540,95.98,4,0.3,-4.11
1200,CA-2016-130946,08/04/2016,12/04/2016,4,1,ZC-21910,OFF-BI-10004995,1088.79,4,0.8,-1850.94
1201,CA-2016-114727,18/07/2016,24/07/2016,4,2,LS-16945,FUR-CH-10002335,544,3,0.2,40.8
1202,CA-2016-114727,18/07/2016,24/07/2016,4,2,LS-16945,OFF-BI-10004967,1.87,3,0.7,-1.43
1203,CA-2016-114727,18/07/2016,24/07/2016,4,2,LS-16945,FUR-CH-10002331,854.35,3,0.2,10.67
1204,CA-2016-114727,18/07/2016,24/07/2016,4,2,LS-16945,OFF-ST-10002292,593.56,2,0.2,0
1205,CA-2016-114727,18/07/2016,24/07/2016,4,2,LS-16945,OFF-ST-10000689,338.04,3,0.2,-33.8
1206,CA-2017-133235,01/08/2017,04/08/2017,1,1,LH-16750,TEC-PH-10002660,271.96,5,0.2,16.99
1207,CA-2016-137050,14/07/2016,18/07/2016,3,2,SW-20755,OFF-ST-10004634,11.21,1,0,3.36
1208,CA-2016-137050,14/07/2016,18/07/2016,3,2,SW-20755,OFF-BI-10002160,9.14,3,0.2,3.2
1209,CA-2016-137050,14/07/2016,18/07/2016,3,2,SW-20755,OFF-FA-10002988,14.07,7,0,6.89
1210,CA-2016-137050,14/07/2016,18/07/2016,3,2,SW-20755,OFF-AR-10004999,41.86,7,0,10.46
1211,CA-2016-137050,14/07/2016,18/07/2016,3,2,SW-20755,OFF-BI-10001031,8.54,2,0.2,2.88
1212,CA-2016-137050,14/07/2016,18/07/2016,3,2,SW-20755,FUR-BO-10004695,579.13,4,0.2,21.71
1213,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,FUR-CH-10004860,141.37,2,0.3,-48.47
1214,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,OFF-BI-10002432,3.03,2,0.7,-2.32
1215,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,OFF-BI-10000069,4.5,1,0.7,-3.6
1216,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,OFF-AR-10003602,4.67,1,0.2,1.57
1217,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,TEC-AC-10004469,95.88,3,0.2,28.76
1218,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,FUR-FU-10001867,17.02,2,0.2,1.7
1219,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,TEC-AC-10003174,258.69,3,0.2,64.67
1220,US-2017-118087,09/09/2017,13/09/2017,4,2,SP-20620,TEC-PH-10002200,1931.95,7,0.4,-386.39
1221,CA-2014-110184,12/07/2014,16/07/2014,4,3,BF-11170,OFF-ST-10000107,249.75,9,0,44.95
1222,CA-2014-110184,12/07/2014,16/07/2014,4,3,BF-11170,TEC-PH-10000439,255.93,8,0.2,28.79
1223,CA-2016-126004,04/12/2016,05/12/2016,1,1,BM-11140,FUR-FU-10001602,113.79,3,0,20.48
1224,CA-2016-126004,04/12/2016,05/12/2016,1,1,BM-11140,TEC-AC-10001432,78.15,1,0,34.38
1225,CA-2016-126004,04/12/2016,05/12/2016,1,1,BM-11140,OFF-BI-10004656,1.72,1,0.2,0.6
1226,CA-2016-126004,04/12/2016,05/12/2016,1,1,BM-11140,OFF-PA-10001685,40.56,4,0,19.87
1227,CA-2016-126004,04/12/2016,05/12/2016,1,1,BM-11140,OFF-ST-10001418,182.94,3,0,3.65
1228,CA-2016-126004,04/12/2016,05/12/2016,1,1,BM-11140,OFF-ST-10000676,193.86,2,0,11.63
1229,CA-2017-100013,06/11/2017,11/11/2017,4,1,ZC-21910,OFF-EN-10001219,15.28,2,0,7.48
1230,CA-2017-100013,06/11/2017,11/11/2017,4,1,ZC-21910,FUR-FU-10001424,8.73,1,0,2.96
1231,CA-2017-100013,06/11/2017,11/11/2017,4,1,ZC-21910,OFF-AR-10001022,5.68,2,0,1.76
1232,CA-2015-132570,31/10/2015,02/11/2015,3,1,KT-16480,OFF-AR-10000369,2.78,2,0,0.72
1233,CA-2015-132570,31/10/2015,02/11/2015,3,1,KT-16480,OFF-EN-10003055,79.96,2,0,35.98
